Id,English,Hindi
45586,Ottoman,"उस्मान राजवंश, उस्मान वंशीय तुर्क, गद्देदार चौकी, मचिया, उस्मान राजवंशीय"
45587,Ottoman dynasty,उस्मान राजवंश
45588,Ottoman Turk,उस्मान वंशीय तुर्क
45589,Ourselves,"हम स्वंय, अपने आप को"
45590,Outage,कटौती का समय
45591,Outbid,से बढ़ कर बोली लगाना
45592,Outboard,"बाहरी इंजन, बाहरी इंजन वाली मोटरबोट, बाहरी"
45593,Outboard motorboat,बाहरी इंजन वाली मोटरबोट
45594,Outbound,जाता हुआ
45595,Outbreak,प्रकोप
45596,Outbuilding,उपभवन
45597,Outburst,"आवेग, प्रकोप"
45598,Outcast,"परित्यक्त, बहिष्कृत"
45599,Outclass,से बढ़ कर होना
45600,Outcrop,पृथ्वी की सतह से ऊपर निकला चट्टानी अंश
45601,Outcropping,पृथ्वी की सतह से ऊपर निकला चट्टानी अंश
45602,Outdated,अप्रचलित
45603,Outdistance,पीछे छोड़ देना
45604,Outdo,"स बढ़ कर होना, से बेहतर परिणाम देना"
45605,Outermost,बाह्यतम
45606,Outface,"घूरना, निडरता से सामना करना"
45607,Outfall,मुहाना
45608,Outfielder,मैदान के परले सिरे वाला खिलाड़ी
45609,Outfight,लड़ाई में मात देना
45610,Outflank,"स बढ़ कर होना, बहिर्वाह"
45611,Outfox,"चालाकी में हरा द् एना, मात कर देना"
45612,Outgoing,"सेवामुक्त, निर्गामी"
45613,Outgoings,लागत
45614,Outgrowth,"परिणाम, अपवृद्धि"
45615,Outgrow,"से अधिक बढ़ जाना, के हिसाब से बड़ा हो जाना, से अधिक लंबा हो जाना"
45616,Outhouse,"उपभवन, शौचालय"
45617,Outing,सैर
45618,Outlandish,विचित्र
45619,Outlandishly,"विचित्र ढंग से, अनोखे ढंग से"
45620,Outlaw,"गैरकानूनी घोषित करना, अपराधी बनाना, अपराधी, गैरकानूनी"
45621,Outlawed,गैरकानूनी
45622,Outlay,लागत
45623,Outlive,"से अधिक समय तक टिका रहना, अधिक जीना"
45624,Outlook,"दृष्टिकोण, दृश्य, संभावना"
45625,Outlying,दूरस्थ
45626,Outmaneuver,मात कर देना
45627,Outmanoeuvre,मात कर देना
45628,Outmatch,से बेहतर परिणाम देना
45629,Outmoded,पुराना
45630,Outmost,बाह्यतम
45631,Outnumber,संख्या में अधिक होना
45632,Outpace,से अधिक बढ़ जाना
45633,Outperform,से बेहतर परिणाम देना
45634,Outplay,हरा देना
45635,Outpoint,अधिक अंक ले कर हरा देना
45636,Outpost,"दूर की बस्ती, दूरस्थ सैनिक चौकी, सीमांत बस्ती"
45637,Outpouring,"उद्गार, प्रवाह"
45638,Outrageously,"अत्य्धिक, खराब ढंग से"
45639,Outrank,पद में ऊपर होना
45640,Outreach,"सेवा-संस्था की सहायता, पहुँच"
45641,Outre,विचित्र
45642,Outrider,अनुरक्षक
45643,Outright,"तुरंत, साफ़-साफ़, पूर्णतया, पूर्ण, स्पष्ट"
45644,Outrun,"से जल्दी दौड़ना, से आगे निकलना"
45645,Outscore,अधिक अंक ले कर हरा देना
45646,Outsell,"से अधिक बेचना, से अधिक बिकना"
45647,Outset,प्रारंभ 
45648,Outshine,"से अधिक चमकदार होना, से श्रेष्ठ होना"
45649,Outshout,से अधिक ज़ोर से चिल्लाना
45650,Outsider,"बाहरी व्यक्ति, बाहर का आदमी"
45651,Outsize,"अतिकाय, सामान्य से अधिकबड़ा"
45652,Outsized,"अतिकाय, सामान्य से अधिकबड़ा"
45653,Outskirts,बाहरी इलाका
45654,Outsmart,"चालाकी में हरा द् एना, मात कर देना"
45655,Outspoken,"स्पष्टवादी, मुँहफ़ट"
45656,Outspokenly,खुल्लम-खुल्ला
45657,Outspokenness,मुँहफ़टपना
45658,Outspread,फैला हुआ
45659,Outstandingly,"असाधारण रूप से, उल्लेखनीय रूप से"
45660,Outstare,घूरना
45661,Outstation,दूर की बस्ती
45662,Outstay,"से  अधिक टिकना, से अधिक ठहरना"
45663,Outstretched,फैला हुआ
45664,Outstrip,"स बढ़ कर होना, पीछे छोड़ देना, से अधिक बढ़ जाना"
45665,Outward,"बाहर की ओर, बाहरी, जाता हुआ"
45666,Outward bound,जाता हुआ
45667,Outwardly,"देखने में, बाहर से"
45668,Outwards,बाहर की ओर
45669,Outweigh,"से अधिक होना, अधिक भारी होना"
45670,Outwit,"चालाकी में हरा द् एना, मात कर देना"
45671,Outworn,जीर्ण
45672,Oval,"अण्डवक्र, अण्डाकार"
45673,Ovarian,गर्भाशय का
45674,Ovary,अण्डाशय
45675,Ovate,अण्डाकार
45676,Ovation,जय-जयकार
45677,Ovenproof,तंदूर में रखने योग्य
45678,Ovenware,ताप-प्रतिरोधक पात्र
45679,Overact,अत्यभिनय करना
45680,Overappraisal,अधिमूल्यांकन
45681,Overarching,अति महत्वपूर्ण
45682,Overarm,"बाँह उठा कर, बाँह उठा कर किया गया"
45683,Overawed,आतंकित
45684,Overawe,आतंकित करना
45685,Overbearing,दबंग
45686,Overblown,"अतिविकसित, बहुत तूल दिया हुआ"
45687,Overboard,"जहाज पर से पानी में, नाव पर से पानी में"
45688,Overburden,"अधिक ज़िम्मेदारी डालना, अधिक बोझ डालना"
45689,Overcooked,ज़रूरत से  ज़्यादा पकय हुआ
45690,Overcook,ज़रूरत से ज़्यादा पकाना
45691,Overcrowded,अति संकुलित
45692,Overcrowding,अति संकुलता
45693,Overcrowd,भीड़ लगाना
45694,Overdose,"अतिमात्रा ले लेना, अतिमात्रा"
45695,Overdo,अति करना
45696,Overdrawn,अधिक राशि निकाला हुआ
45697,Overdraw,"बढ़ा-चढ़ा कर कहना, काते में से जमा से अधिक राशि निकालना"
45698,Overdressed,भड़्कीले कपड़े पहना हुआ
45699,Overdrive,"ज़्यादा काम में लाना, अति उपयोग करना, अत्यधिक थका देना, ऊँचा गियर, अत्यधिक गतिविधि की अवस्था"
45700,Overdue,"विलंबित, जो बहुत पहले ही हो जाना चाहिये था, वह"
